text,label,cleaned_text
"Kamu bisa tahu, kalau hamil cuma dari tanda-tanda ini. Tanpa tespek, sebenarnya kehamilan bisa dikenali dari perubahan fisik lo. Pertama, dari yang paling umum, sering mual dan muntah di pagi hari. Karena faktanya, hampir 50 persen wanita hamil mengalami ini lo. Kedua, payudara terasa lebih kencang dan nyari. Kadang, warna puting berubah jadi lebih gelap dan menonjol. Ketiga, perut kembung. Sering kali disalahartikan asam lambung naik nih. Padahal bukan lo. Ini terjadi karena ada peningkatan hormon progesteron saat hamil ya. Terakhir, kram perut. Yang berbeda dengan gejala menstruasi, biasanya cuma di satu sisi dan sebentar aja. Nah, kalau kamu sudah merasakan tanda-tanda tadi, you segera periksa kan diri ke dokter ya. Klik follow dan save videonya biar nggak ketinggalan dapetin informasi menarik lainnya ya sobat sehat.",6,"tahu, hamil tandatanda ini. tespek, kehamilan dikenali perubahan fisik kamu. pertama, umum, mual muntah pagi hari. faktanya, persen wanita hamil mengalami kamu. kedua, payudara kencang nyari. kadang, warna puting berubah gelap menonjol. ketiga, perut kembung. kali disalahartikan asam lambung nih. kamu. peningkatan hormon progesteron hamil ya. terakhir, kram perut. berbeda gejala menstruasi, sisi sebentar aja. nah, merasakan tandatanda tadi, periksa dokter ya. klik follow save videonya ketinggalan dapetin informasi menarik sobat sehat."
"ada motor baru nih tapi bukan dapet helm, bukan dapet jakat tapi dapetnya buat 3 buat 3 ya mana? aduh ada 3 nya bingusan loh kusit bingusan gini loh dia diketanikan nah ini yang unik ini yang gede banget ya harus dibuat ini kan cuma satu tanah jadi baterai nya ada 2 nya bukan sebarang nya nih dan baterai nya ada satu-satu undas upi ini kot banget loh untuk pejepit nya ya gini tarat ayo masuk coba nyalang ya terima kasih terima kasih media 1721 oh suku lah 100% masih baru banget oh doanya baru 5 kilo keraian motor cuma 76 kilo tapi 2 baterai pun dengan trigger ya itu pakai standar loh badal kalau pakai spot itu sama deh jadi mungkin akan berkurang ketika dibakai jalan jalan biar sampai rumah pakai ekon deh ayo an ya asik terikan malam ini aja terima kasih",6,"motor nih dapet helm, dapet jakat dapetnya mana? aduh nya bingusan loh kusit bingusan gini loh diketanikan unik gede banget tanah baterai nya nya sebarang nya nih baterai nya satusatu undas upi kot banget loh pejepit nya gini tarat ayo masuk coba nyalang terima kasih terima kasih media suku banget doanya kilo keraian motor kilo baterai trigger pakai standar loh badal pakai spot deh berkurang dibakai jalan jalan rumah pakai ekon deh ayo asik terikan malam aja terima kasih"
"Kenar roasting oca, tenang pasti pingnya yang ini udah sesuai dress code Buku Su Curtis di restoran lembaga SK- reasons Terima kasih.",6,"kenar roasting oca, tenang pingnya sesuai dress code buku curtis restoran lembaga reasons terima kasih."
"Apa? Nungguin kadusnya karena kepala terus ke sakitan dan lemah? Belum mungkin lah! Pasisan tubuh imun wanita terbukti lebih kuat dibanding piya. Menurut peneliti yang juga, hormon ekstralgan di tubuh wanita bikin respor imun lebih api ploh. Makanya nggak heran deh kalo wanita lagi sakit itu lebih cepat sembuhnya. Nah selain itu juga kalo mosom X yang lebih banyak pada tubuh wanita mau buat sesem imun kebuh lebih kuat. Nah makanya jangan nge-remehin wanita ya. Kita mah kalo sakit masih tetep mantor, tetep masak, tetep dandan, dan tetep kuat. Arti ini bukan cuma kuat di hati tapi juga kuat di imun. Selamat hari kartini untuk wanita di Indonesia!",4,"apa? nungguin kadusnya kepala sakitan lemah? lah! pasisan tubuh imun wanita terbukti kuat dibanding piya. peneliti juga, hormon ekstralgan tubuh wanita respor imun api ploh. heran deh wanita sakit cepat sembuhnya. mosom tubuh wanita sesem imun kebuh kuat. ngeremehin wanita ya. mah sakit tetep mantor, tetep masak, tetep dandan, tetep kuat. arti kuat hati kuat imun. selamat kartini wanita indonesia!"
"Fans HP Kompak yang berbahagia, kenalin Xiaomi 15, HP 6.36 inch dengan spek monster. Kita unboxing dulu dong, desain kotak warna putih dengan tulisan Xiaomi 15 dan nggak ketinggalan ganda dengan si Leica. Leica yang warnanya berkarakter makin sedap kalau foto di lapangan. Kayak gini, pas saya ke pasar beliin titipan istri, berasa lebih keren ya, lebih dramatis. Makin kelapangan, trio kamera 50MP makin garang. HP kecil yang nggak nanggung soal kamera ya. Lanjut unboxing, isinya ada casing, ada ucapan terima kasih, ada Xiaomi 15 ya, ada kabel USB A2 USB C, dan charger 90W. Desain HPnya lumayan mirip Xiaomi 14 ya, bentuk kameranya kotak, frame juga lebih kotak kaku, yang bahannya dari aluminium ya. Kacau belakangnya punya tekstur matte, dan tentu aja HPnya tahan air. Bezel airnya, hmm, tipis 1,38 mm doang. Screen to body ratio sampai 94%. Jadi nggak buang-buang ruang, dan bikin body HPnya bisa lebih ramping lagi. Dan hebatnya, body yang kecil ini nggak jadi batasan buat performanya. Prosesor tetep yang paling baru, paling kencang Snapdragon 8 Elite. Baterai tetep gede, sampai 5.240 mAh dengan charging 90W, wireless charging 50W. Xiaomi 15, user HP compact makin berbahagia deh. Performa nggak kepentok ukuran lagi. Buat reviewnya udah tayang di Youtube ya. Kalau pengen info yang lebih detail, soal Xiaomi 15 bisa langsung mampir saya kesana.",4,"fans kompak berbahagia, kenalin xiaomi inch spek monster. unboxing dong, desain kotak warna putih tulisan xiaomi ketinggalan ganda leica. leica warnanya berkarakter sedap foto lapangan. kayak gini, pas pasar beliin titipan istri, berasa keren ya, dramatis. kelapangan, trio kamera garang. nanggung kamera ya. unboxing, isinya casing, ucapan terima kasih, xiaomi ya, kabel usb usb charger desain hpnya lumayan xiaomi ya, bentuk kameranya kotak, frame kotak kaku, bahannya aluminium ya. kacau belakangnya tekstur matte, aja hpnya tahan air. bezel airnya, hmm, tipis doang. screen body ratio buangbuang ruang, body hpnya ramping lagi. hebatnya, body batasan performanya. prosesor tetep baru, kencang snapdragon elite. baterai tetep gede, mah charging wireless charging xiaomi user compact berbahagia deh. performa kepentok ukuran lagi. reviewnya tayang youtube ya. info detail, xiaomi langsung mampir kesana."
"Tips mudah melakukan tendangan cok-cok Disclaimer ini menurut gue ya dan mohon koreksinya jika gue salah Jadi yang pertama itu tendang menggunakan ujung kaki Yang kedua perkenaan bola itu ada di bagian tengah Yang ketiga, kunci ankle dan kuatkan jari-jari kalian Agar powernya itu berasa dan mengerikan buat tipper Yang keempat, ayunan kaki ke atas, badan tengak tapi agak nunggu sedikit nih kayak gini nih Kemudian yang kelima jangan lupa untuk gerakan setelah menendangnya atau gerakan kalau true Oke guys, jadi itu aja, kira-kira mau tips apa lagi nih coba komen ya",4,"tips mudah tendangan cokcok disclaimer mohon koreksinya salah tendang ujung kaki perkenaan bola ketiga, kunci ankle kuatkan jarijari powernya berasa mengerikan tipper keempat, ayunan kaki atas, badan tengak nunggu nih kayak gini nih lupa gerakan menendangnya gerakan true oke guys, aja, kirakira tips nih coba komen"
ini dia produk yang wajib dibeli pas kalian dapet THR pertama gel cleansernya Warda yang her leaf l8 kli NMF Amino linsert yang gentle dan cocok banget untuk kulit yang kluit dengan her leaf XR8 kli NMF Amino yang dapat menanangkan kemerahan dan pilembatkan kulit ia menyateksur gel yang lembut banget jujur aku suka banget karena dia bikin kulit jauh lebih terhidrasi apalagi saat puasa kayak gini dia ga ninggalin rasa kering ketarik pas udah dibilas super high-dry tingpoknya aku suka banget yang kedua tone up sunscreen dari Warda juga ia mengganung SPF 50 plus PA++++ yang menariknya lagi dia itu sunscreen yang ring kesempatan ini udah trin 1 bisa dijadikan sebagai sunscreen primer dan juga udah ada tone upnya ini cocok banget libo dipake albarenan seurnya juga mudah banget dible pake nontok wit and with hotnya kulit aku kelihatan lebih cerah dan glowing banget sedikit lembak dan nyaman banget di kulit dia nge-linkin sama sekali dan ringan banget di kulit hanya dibis combo yang bikin kulit sehat dan cerah saat lebaranan jadi jangan lupa cek kok ya kalau udah dapet THR,6,produk wajib dibeli pas dapet thr gel cleansernya warda leaf kli nmf amino linsert gentle cocok banget kulit kluit leaf kli nmf amino menanangkan kemerahan pilembatkan kulit menyateksur gel lembut banget jujur suka banget kulit terhidrasi puasa kayak gini ninggalin kering ketarik pas dibilas super highdry tingpoknya suka banget tone sunscreen warda mengganung spf plus menariknya sunscreen ring kesempatan trin dijadikan sunscreen primer tone upnya cocok banget libo dipake albarenan seurnya mudah banget dible pake nontok wit hotnya kulit cerah glowing banget lembak nyaman banget kulit ngelinkin ringan banget kulit dibis combo kulit sehat cerah lebaranan lupa cek dapet thr
"Kami saat pertama dengar soal tablet ini juga kaget. Hah? Infinix pake Snapdragon. Nah, buat kalian suka protes Infinix, gua SOC nya itu lagi, itu lagi. Nih, Infinix Xperia GT. SOC nya pake Snapdragon 888, RAM 8GB, storage 256GB. Konektivitasnya Wi-Fi only, jadi nggak bisa pake SIM card. Batres 10.000 mAh, charging 33W. Performanya untuk game yang benar, tergolong mumpuni. Masih lancar. Infinix ketemu Snapdragon 888. Panas nggak nih? Nih, kami stress test. SOC nya cuma sampai 41 derajat sehysius aja. Stabilitinya juga 98%. Dipake main game sini, pake lancar di 40an IPS. Setengah jam nggak turun performanya. SOC juga aman, terpanas 42 derajat sehysius aja. Ternyata 888 kalau taruh tablet, rasa nya lebih pas ya. Dipadukan dengan layar besar 13 inch IPS 144Hz. Bikin pengalaman gaming nya, rasa lebih immersif. Layarnya juga mantap, bisa sampai 700 nits. Untuk kepuluan nonton, udah asik speaker juga ada 4 kotes waranya sangat menggelegar. Dan menurut saya lagi, dalam periksa jualnya sudah termasuk stylus dan keyboard case. Keyboard case nya, bahkan ada trackpad nya juga. Ada aja kejutan dari Infinix.",6,"dengar tablet kaget. hah? infinix pake snapdragon. nah, suka protes infinix, soc nya lagi, lagi. nih, infinix xperia gt. soc nya pake snapdragon ram gb, storage gb. konektivitasnya wifi only, pake sim card. batres mah, charging performanya permainan benar, tergolong mumpuni. lancar. infinix ketemu snapdragon panas nih? nih, stress test. soc nya derajat sehysius aja. stabilitinya dipake main permainan sini, pake lancar ips. jam turun performanya. soc aman, terpanas derajat sehysius aja. taruh tablet, nya pas ya. dipadukan layar inch ips hz. pengalaman gaming nya, immersif. layarnya mantap, nits. kepuluan nonton, asik speaker kotes waranya menggelegar. lagi, periksa jualnya stylus keyboard case. keyboard case nya, trackpad nya juga. aja kejutan infinix."
"Buat pemula gimana setelah itu? Teknik live yang benar? Nah, kalau buat pemula, yang pertama itu perhatikan cara kita menapa kaki. Jadi jari-jari kita itu harus jam 12 dan tumit kita jam 6. Itu paling penting, setelah itu kita melangkap perlahan ke depan setengah menjingip atau bahasannya adalah mid-food. Kita lautan perlahan, berjalan, kita tambah kecepatan sedikit-sedikit sampai kita mulai joging dan berlari. Dan itu harus diulang di awal dan perkalikan. Kita langsung kita coba aja. Oke, let's go!",6,"pemula gimana itu? teknik live benar? nah, pemula, perhatikan menapa kaki. jarijari jam tumit jam penting, melangkap perlahan menjingip bahasannya midfood. lautan perlahan, berjalan, kecepatan sedikitsedikit joging berlari. diulang perkalikan. langsung coba aja. oke, lets go!"
"Biker asal Indonesia ini terjemak di border permataan Thailand selama 12 hari karena ada aturan baru. Pada episode sebelumnya, kami sudah menyetir dari Malaysia dan tinggal di motor di Johor baru untuk lanjut backpacker ke Singapura. Nah setelah kelas eksplode ke Singapur, kami pun lanjut menyetir menuju ke border Thailand. Dulu nya buat melintas ke Thailand itu semua normal aja selama dokumen lengkap pasti tinggal ngampan melintas border aja. Maseranya adalah ternyata ada aturan baru yang baru ditegakkan beberapa minggu lalu ya. Mobil di luar Malaysia dan Singapura ya, waktu itu di luarnya wajib ada suara rekomendasi dari kedua tahan. Bahkan di border itu sudah dikasih kontek level agent buat menusin kita. Jadi ini memang legal yang nggak dibuat-buat gitu loh. Dan biar itu mal ya, rupanya itu masuk ke border butuh biar sekitar $550 per kendaraan sekitar yang langsung 6 jutaan lah ya. Dan aturan ini sudah berlaku di semua border ya, baik-baiknya. Border yang betong atau border yang sadau. Dan info ini kami dapat dari bang Daeng yang sudah tertahan berhari-hari di border. So ya berkat info real, kami itu sudah ajuin-rup perngit sebelum masuk ke Thailand. Ya sekitar 4-5 hari sebelumnya ya. Jadi dia kovirmasi langsung menintas. Pokoknya terima kasih banget buat bang Daeng ya. Moral sih tanya adalah kita nggak bisa jadi infatokan pengalaman orang-orang sebelumnya. Setelah itu aturan border bisa berubah kapan pun. Dan kalau mau aman ya, selalu spare waktu lebih-lebih ya. Karena itu selalu kalau road trip lita segarah, problemnya itu kayak diadministrasi dan banyak hal di luar prediksi. So ya itu lah update untuk penjalan kita yang keliling road trip ASEAN ini. Semoga info ini membantu. Dan kalau kamu ada update atau mau naik-naik sebetul itu, info di kolom komentar ya. Habis dari Thailand kami akan langsung jauh-jauh-jauh menuju ke Cambodia. Dapat info nih sekarang Cambodia lagi ada problem dengan border Thailand. Kita belum tahu ya, cuma ada berbagai info katanya ada border yang aman, ada border konflik. So ya tunggu update kami. Da-dah!",6,"biker indonesia terjemak border permataan thailand aturan baru. episode sebelumnya, menyetir malaysia tinggal motor johor backpacker singapura. kelas eksplode singapur, menyetir border thailand. nya melintas thailand normal aja dokumen lengkap tinggal ngampan melintas border aja. maseranya aturan ditegakkan minggu ya. mobil malaysia singapura ya, luarnya wajib suara rekomendasi tahan. border dikasih kontek level agent menusin kita. legal dibuatbuat gitu loh. mal ya, masuk border butuh kendaraan langsung jutaan ya. aturan berlaku border ya, baikbaiknya. border betong border sadau. info bang daeng tertahan berharihari border. berkat info real, ajuinrup perngit masuk thailand. ya. kovirmasi langsung menintas. pokoknya terima kasih banget bang daeng ya. moral sih infatokan pengalaman orangorang sebelumnya. aturan border berubah pun. aman ya, spare lebihlebih ya. road trip lita segarah, problemnya kayak diadministrasi prediksi. update penjalan keliling road trip asean ini. semoga info membantu. update naiknaik sebetul itu, info kolom komentar ya. habis thailand langsung jauhjauhjauh cambodia. info nih cambodia problem border thailand. ya, info border aman, border konflik. tunggu update kami. dadah!"
"Akhirnya gue ikut event lari lagi setelah skip satu tahun Injau nih gue ke Bandung dan bangun di pagi buta demi ikut acara DoFestRan 2025 ini Pas larinya dimulai, drama gue pun ikut dimulai Ibat-tiba perut gue tuh keram banget gak karuan Tapi gue gak videoin Pas posisi perut gue full, semuanya keram banget itu gue udah gak fokus deh buat video-videoin Pokoknya gue fokus sama diri gue sendiri aja harus kuat sampai ke Garis Finish Karena selama proses keram perut itu gue udah mulai panik banget Soalnya itu tuh berlangsung lumayan lama sampai 2,5 km gue bener-bener full keram perut Tapi ya gue lawan semua rasa sakit itu karena gue gak mau kalah Gue harus bisa kuat, semangat sampai finish line Dan sampe akhirnya gue pun berhasil guys sampai finish line Walaupun ini gak sesuai target gue ya Tapi gue udah berhasil finish di 37 menit untuk 5K Nah pas udah selesai lari gue kos hal pokoknya sama kerumanan ini Karena panjang banget ini ngantrinya Dan ternyata guys ini tuh butnya pil kita yang lagi dikrumunin orang-orang Karena disini tuh setiap pembelian minimal 25 ribu Kita tuh bisa dapetin grafir medali oh Nih kalian lihat deh medali gue jadi ada tulisan nama gue dan menit gue finish Akran banget ini fixi bakalan gue pajang di rumah nanti Nah gak lupa juga nih selesai lari gue langsung minum pil kita yang sirup ini Sebagai pilihan herbal yang terdiri dari Cabejawa, Jahemera dan juga ada madunya yang tepat banget Buat ngatasin cape, pegalinu dan nyari otot sehabis lari Tapi tenang aja nih guys ini gak bakalan bikin kita jadi ketergantungan kok Jadi walaupun gue abis lari gak ada lagi nih drama-drama kecapean",7,"event lari skip injau nih bandung bangun pagi buta acara dofestran pas larinya dimulai, drama ibattiba perut tuh keram banget karuan videoin pas posisi perut full, keram banget fokus deh videovideoin pokoknya fokus aja kuat garis finish proses keram perut panik banget tuh lumayan benerbener full keram perut lawan sakit kalah kuat, semangat finish line sampe berhasil guys finish line sesuai target berhasil finish menit pas selesai lari kos pokoknya kerumanan banget ngantrinya guys tuh butnya pil dikrumunin orangorang tuh pembelian minimal ribu tuh dapetin grafir medali nih lihat deh medali tulisan nama menit finish akran banget fixi pajang rumah lupa nih selesai lari langsung minum pil sirup pilihan herbal cabejawa, jahemera madunya banget ngatasin cape, pegalinu nyari otot sehabis lari tenang aja nih guys ketergantungan habis lari nih dramadrama kecapean"
"Unboxing HP dengan baterai paling gede saat ini. 7300 mAh. IQ Z10. Coba tebak. Tebelnya berapa beratnya berapa? Kita lihat dulu isi kotaknya. Ada si HP kita parkir bentar. Ada casing, buku petunjuk, kabel data dan charger 90W. Sesuai sama baterai HPnya. Nah IQ Z10. HP dengan baterai 7300 mAh nih. Hebatnya, tebelnya cuma 7,9 mm doang. Kayak HP biasa. Bobotnya dibawah 200 gram. Kayak HP biasa juga. Mantapnya teknologi baterai sekarang. Tungguin aja review IQ Z10 ini. Yang harusnya punya harga asik. Karena kelasnya Mitrinz. Dan ini HP dari IQ coy. Selalu ngasih value yang tinggi buat harganya. Ternyata ada satu lagi. HP kejutan dari IQ. Saya kirain cuma Z10 doang. HP Nisteri yang bakal bikin gamer happy. Ada yang bisa tembak nggak HPnya apaan? Coba komen di bawah.",6,"unboxing baterai gede ini. mah. coba tebak. tebelnya beratnya berapa? lihat isi kotaknya. parkir bentar. casing, buku petunjuk, kabel data charger sesuai baterai hpnya. baterai mah nih. hebatnya, tebelnya doang. kayak biasa. bobotnya dibawah gram. kayak juga. mantapnya teknologi baterai sekarang. tungguin aja review ini. harga asik. kelasnya mitrinz. coy. ngasih value harganya. lagi. kejutan iq. kirain doang. nisteri gamer happy. tembak hpnya apaan? coba komen bawah."
"Siapa sih yang gak tau brand beauty satu ini? Hampir di setiap event beauty atau fashion pasti aja selalu ada bootnya dan selalu jadi inceran para cewek-cewek. Makanya gak heran ya kalau di event besar kayak sekarang ini tuh bootnya selalu rameloh. By the way guys ini tuh aku lagi mampir ke bootnya warna yang ada di event Beyond Face. Nah sekarang tuh lagi ada banyak banget promo, ada promo banling, bayuan get one, bayitu get one, ada free gift juga. Terus ada promo diskon up to 25%, ada warna color face studio dan kalian tuh cukup banyak 200 ribu bisa langsung ikutan persenang colornya dan kalian dapetin juga tuh warna voucher, senilain 200 ribu. Kalau katakusnya ini tuh worth it banget, kalian bisa ikutan persenang colornya plus dapetin juga voucher belancarnya. Ini tuh kan eventnya cuma 3 hari dan terakhir itu tanggal 18. Jadi mening buruan deh langsung aja datang ke event Beyond Face dan langsung mampir belanja ke bootnya warna ya. Jangan sampai kalian lewat team promo nya, happy shopping.",4,"sih brand beauty ini? event beauty fashion aja bootnya inceran cewekcewek. heran event kayak tuh bootnya rameloh. way guys tuh mampir bootnya warna event beyond face. tuh banget promo, promo banling, bayuan get one, bayitu get one, free gift juga. promo diskon warna color face studio tuh ribu langsung ikutan persenang colornya dapetin tuh warna voucher, senilain ribu. katakusnya tuh worth banget, ikutan persenang colornya plus dapetin voucher belancarnya. tuh eventnya tanggal mening buruan deh langsung aja event beyond face langsung mampir belanja bootnya warna ya. team promo nya, happy shopping."
"cuaca mendukung, oksigen, fresh, hatrail aman sejauh ini besok main di sini, Jom yes, tuh kami datang lagi tim nasi Indonesia lantangku bernyanyi tegap dan berdiri ale ale ale ale ale ale Indonesia maju Garuda terbang tinggi ngasal, endinya ngasal",7,"cuaca mendukung, oksigen, fresh, hatrail aman besok main sini, jom yes, tuh tim nasi indonesia lantangku bernyanyi tegap berdiri ale ale ale ale ale ale indonesia maju garuda terbang ngasal, endinya ngasal"
"Pada saat itu di kepala saya adalah kalau saya nggak jadi atlet, nggak jadi juara, terus saya menjadi apa? Kenapa jauh di hidup kita adalah di diri kita? Jadi kita harus berusaha di diri kita. Jadi itu yang pada akhirnya jadi pemikiran besar dalam kehidupan saya. Saya harus untuk sekolah, walaupun saya tetap jadi atlet. Jadi atlet yang nggak selamanya jadi tapi udah idukasi itu selamanya sampai kita bawa sampai kehidupan selanjutnya. Orang tua saya, kakak saya itu memang bilang kalau mau jadi atlet, kamu harus sekolah cari kelat puluh tangkis yang punya sekolah. Setelah lulus SD kami di CERAYA kami di Ragunan. Latihan jam 5 pagi sampai jam 7, sekolah jam 7.30 sampai jam 1. Ambilatihan jam 2, jam 3 terus menurut sampai jam 6 sampai 7 malam makan. Karena kurang mata pelajaran yang harus diisi, tapi sekolah lagi malamnya jam 8 sampai jam 9.30 malam. Full day banget. Full day. Tapi kan itu kan demi untuk komposisinya seimbang. Sebagai seorang atlet kami, fokus di atlet tapi tidak ketinggalan sekolahnya. SMP dan SMA ini, itu kan SKO dari DKI dan juga memang waktu itu ada bekerja sama dengan CERAYA. Nah bagaimana pemerintahan ini mempunyai tema yang sama mungkin kalau ada komunikasi dua arah, tiga arah sesama pasti bisa ada solusinya. Mungkin dimanapun kita ditempatkan.",4,"kepala atlet, juara, apa? hidup kita? berusaha kita. pemikiran kehidupan saya. sekolah, atlet. atlet idukasi bawa kehidupan selanjutnya. orang tua saya, kakak bilang atlet, sekolah cari kelat puluh tangkis sekolah. lulus ceraya ragunan. latihan jam pagi jam sekolah jam jam ambilatihan jam jam jam malam makan. mata pelajaran diisi, sekolah malamnya jam jam malam. full day banget. full day. komposisinya seimbang. atlet kami, fokus atlet ketinggalan sekolahnya. smp sma ini, sko dki ceraya. pemerintahan tema komunikasi arah, arah solusinya. dimanapun ditempatkan."
"Hah, udah tau, habis kalah, final. Kok gue tiba-tiba nyasar disini? Ngapain coba nih? Dia kayak kemarin habis nabar juga. Udah disini. Saya juga nggak tau. Ini pakeannya juga masih pakean nabar. Saya, curiga saya memang dikirim langsung dari Ultra-Effect. Untuk menjadi perwakilan. Hah, ada! Ada disini, aduh, aku lupa ingatan. Hah, aduh. Aduh! Ngapain sih? Udah apa sih disini, disini. Hah! Udah mana dicenggin mula, mebang Valen. Hah, hah, hah. Ini emang nih. Apa? Curi ga nih, ada magisnya nih. Luar biasa emang. Eh, Ultra-Effect, tuh ngapain? Lu tau nggak, lu udah bikin gue sakit hati. Bikin gue dicacimaki. Bikin gue dingje-dingje. Hah, satu musim ini cukup ya. Awas, sampai musim depan. Kalau kejadian lagi, ya tetep lah kita akan glori-glori. Tul gas!",5,"hah, tahu, habis kalah, final. tibatiba nyasar disini? ngapain coba nih? kayak kemarin habis nabar juga. disini. tahu. pakeannya pakean nabar. saya, curiga dikirim langsung ultraeffect. perwakilan. hah, ada! disini, aduh, lupa ingatan. hah, aduh. aduh! ngapain sih? sih disini, disini. hah! dicenggin mula, mebang valen. hah, hah, hah. emang nih. apa? curi nih, magisnya nih. emang. eh, ultraeffect, tuh ngapain? tidak, sakit hati. dicacimaki. dingjedingje. hah, musim ya. awas, musim depan. kejadian lagi, tetep gloriglori. tul gas!"
"Yang jangan di komentarin adalah kenapa baju kita sama ini kita ga janjian sama sekali ga janjian heran ya Omok itu ga pernah-penuhnya pake baju kayak gini kawasan itu sering sering lagi-sering baik-baik mejain ini biasanya kotak-kotak mana kotak-kotaknya? kebetulan lagi abis lagi dicuci nah kita mulai dari hall 1 sekarang yes dan itu ini dekat sekali tapi ga bisa kita harus tetep pindahnya harus teleport 1,2,3",6,komentarin baju janjian janjian heran omok pernahpenuhnya pake baju kayak gini kawasan lagisering baikbaik mejain kotakkotak kotakkotaknya? habis dicuci hall yes tetep pindahnya teleport
"pernah ga ada yang sadar kalo misalkan kita hidupin wiper naiknya cepet tapi pas tuh rundya berat apalagi saat di tall ini salah satu pengaruhnya, ini posisinya bener, ini terbalik ya kenapa? karena ini sebenernya made in china ya dan tempat on the deal aftermarket itu cuman jual main choloque ya dan disana kan sebenernya steer kiri, ya kan jadi ini stand steer kiri, seharusnya seperti ini nih anginnya ke sini, itu kalo misalnya kayak gini, dia menghambat angin, apalagi saat posisi wipernya sedang turun ya itu seharusnya cepet naik dan juga mudah untuk turun, sarannya gampang, tinggal kita naik ini doang angkat wipernya, kita cabut dari rumahnya ini kalo memang steer kiri kan pasti batangnya di sebelah sana, jadi dia begini nih mau wipen set ke sana, ya kan steer kiri ini bener, tinggalnya antol ceklek gitu, tapi kan ini steer kanan kebalik, ini perlu kita cabut nih ini tinggal kita cabut, tinggal balik ini seperti ini, di balik kayak gini, sini tinggal cuma ada pinnya, tinggal kita masukin sampai cepet naik, pasang deh, jadi pasangnya memang agak butuh 2 tangan ya, terus tinggal kita geser, udah, ke lock nih, kita kunci sip, sip, ini steer kanan, jadi anginnya kesini, tidak dambatan, jadi tinggal mau wip ke atas, dan gampang juga balik saat kena angin, apalagi di tol sekian tip dari gue, ini lumayan ngaruh dan lumayan penting",6,"sadar hidupin wiper naiknya cepet pas tuh rundya berat tall salah pengaruhnya, posisinya bener, terbalik kenapa? sebenernya made china deal aftermarket cuman jual main choloque disana sebenernya steer kiri, stand steer kiri, nih anginnya sini, kayak gini, menghambat angin, posisi wipernya turun cepet mudah turun, sarannya gampang, tinggal doang angkat wipernya, cabut rumahnya steer kiri batangnya sebelah sana, nih wipen set sana, steer kiri bener, tinggalnya antol ceklek gitu, steer kanan kebalik, cabut nih tinggal cabut, tinggal ini, kayak gini, tinggal pinnya, tinggal masukin cepet naik, pasang deh, pasangnya butuh tangan ya, tinggal geser, sudah, lock nih, kunci sip, sip, steer kanan, anginnya kesini, dambatan, tinggal wip atas, gampang kena angin, tol sekian tip saya, lumayan ngaruh lumayan"
"Cara paling ampuh untuk membising jerautmen dengan versi skin carrion Di sini kamu cuma butuh 3 produk, face wash, acne spot gel, dan retinol Nah untuk ke 3 produknya, aku pakai syrafi blemish range Oke aku mau bahas produknya satu per satu Setelah pertama aku cuci muka pakai face wash ini Dia mengandung 2% salicylic acid yang bermanfaat buat ngakat kotoran dan minyakkan jadi penyebab pejeraawat Dan walaupun ada kandungan salicylic acidnya, tapi dia gak bikin kulit tidak kering dan gak bikin skin barrier jadi bermasalah Setelah itu aku lanjut pakai spot gelnya Di dalamnya ada kandungan AHA dan BHA yang dimana kedua kandungan tersebut bisa ngasih manfaat buat ngapasin jeraawat Sekaligus bantu meminamalisi tampilan bekas jeraawatnya juga Lalu yang terakhir aku pakai serum retinolnya Sejauh ini aku rasain serum ini ngebantu banget buat ngalusin tekstur kulit, nyurakan jeraawat Dan bisa bantu nyamarin tampilan pori-pori juga Ditambah lagi, retinol ini itu dilengkapi sama kandungan isenem, mic, dan tiga esensial serum mic yang bermanfaat buat menjaga skin barrier kamu Jadi intinya ketiga produk ini bisa bantu mengatasi masalah jeraawat Sekaligus memparbaiki skin barrier kamu karena udah mengantung tiga esensial serum mic juga Oh iya ketiganya bisa dibeli di ofisial storasi ravi ya",7,"ampuh membising jerautmen versi skin carrion butuh produk, face wash, acne spot gel, retinol produknya, pakai syrafi blemish range oke bahas produknya cuci muka pakai face wash mengandung salicylic acid bermanfaat ngakat kotoran minyakkan penyebab pejeraawat kandungan salicylic acidnya, kulit kering skin barrier bermasalah pakai spot gelnya dalamnya kandungan aha bha dimana kandungan ngasih manfaat ngapasin jeraawat bantu meminamalisi tampilan bekas jeraawatnya pakai serum retinolnya rasain serum ngebantu banget ngalusin tekstur kulit, nyurakan jeraawat bantu nyamarin tampilan poripori ditambah lagi, retinol dilengkapi kandungan isenem, mic, esensial serum mic bermanfaat menjaga skin barrier intinya ketiga produk bantu mengatasi jeraawat memparbaiki skin barrier mengantung esensial serum mic iya ketiganya dibeli ofisial storasi ravi"
